objectid,abrevia,cod_linea,nom_ruta,orig_ruta,dest_ruta,dest_zona,fec_impl,loc_orig,loc_dest,long_ruta,oper_ruta,route_id,cod_ruta,zon_dest,zon_orig,hor_habil,hor_sab,hor_fest,est_ruta,tip_bus,campo,tip_operac,tip_serv,dias_oper,comp_sitp,tip_hor,tipo_oper,ruta_rural,globalid,horas_servicio,cluster_riesgo
3232,12,BF28,F28,Portal Norte,Portal Américas,Americas,-,1,8,28.97644288,No Aplica,,F28,8.0,1,05:00 - 20:00,05:00 - 20:00,0,1,1.0,,1,1,2.0,,1,1,,{809394EB-64F3-4B2D-ADBE-9BA828F76913},15.0,2
3233,DDD,DD204,Gran Granada - Portal Calle 80,Gran Granada,Portal Calle 80,Engativa / Calle 80,18/01/2021,10,10,11.2727905,Este Es Mi Bus - Co,3631.0,DD204-3,4.0,5,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{80DABE4E-BB76-4CEB-9384-6D3C027AAFC7},18.0,1
3234,SCR,7,Consuelo - Palmitas,Palmitas,Consuelo,San Cristobal,23/09/2024,8,3,22.1336223,Masivo Capital - Ke,2866.0,7-2,13.0,8,03:00-22:30,03:00-22:30,03:00-22:30,1,4.0,,2,3,3.0,,1,2,,{816888A9-614C-41ED-A0DF-539CCD261288},19.5,2
3235,DDD,DA214,Bachue - Parkway,Bachue,Parkway,Engativa / Calle 80,20/08/2022,10,13,29.2233569,Este Es Mi Bus - Co,4204.0,DA214-3,0.0,4,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{81AE4374-D671-4890-B8A4-E5A7F29D6EBB},19.0,2
3236,LLL,KL307,El Recodo - La Castana,La Castana,El Recodo,San Cristobal,15/01/2023,4,9,27.04821307,Gmovil - E,3785.0,K307-2,6.0,13,04:00-22:00,04:00-22:00,04:00-22:00,1,5.0,,2,3,3.0,,1,2,,{81C5A187-B548-4FBB-8F59-B72011A3A85E},18.0,2
3237,ENG,740,Peninsula - Engativa,Peninsula,Engativa,Engativa,3/02/2014,4,10,31.49598449,Gmovil - E,2887.0,740-1,5.0,13,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{820EEB27-F1CE-4EF1-9E54-56AF32F50DE4},19.0,2
3238,65,BD10,D10,Portal Norte,Portal 80,Calle 80,-,1,10,18.04766299,No Aplica,,D10,4.0,1,05:00 - 22:00,06:00 - 22:00,06:30 - 20:00,1,2.0,,1,1,3.0,,1,1,,{82FB0691-06C4-49BF-9F0C-DF7F8676BF86},17.0,2
3239,AAA,HA706,El Uval - San Diego,El Uval,San Diego,Neutra,16/01/2021,5,3,22.26557563,Gran Americas Usme,3994.0,A706-1,0.0,12,04:00-00:00,04:00-00:00,04:00-00:00,1,3.0,,2,3,3.0,,1,2,,{831907D0-554D-403A-91C0-D0ADF74E5BF6},20.0,2
3240,PBO,T30B,Patio Bonito - Tihuaque,Tihuaque,Patio Bonito,Patio Bonito,28/10/2024,5,8,25.97953478,Consorcio Express D,4331.0,T30B-2,8.0,13,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{8369F0EA-068F-4B84-92AA-01DFDD3F2D8E},19.0,2
3241,CHA,56A,Isla Del Sol - Porciuncula,Isla Del Sol,Porciuncula,Chapinero,13/04/2020,6,2,46.05861507,Etib - Bo,4185.0,56A-3,0.0,10,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{83A19CC2-DEB3-4AB0-8A29-7B7176EB8A98},18.0,0
3242,COM,19-6,Cedritos,Calle 142,Cedritos,Complementaria,-,1,1,7.77899503,Consorcio Express N,2948.0,19-6c,1.0,1,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,5,3.0,,1,2,,{83DA4EBC-C26E-443A-81EF-7A094E6D0904},18.0,1
3243,BOS,C29,Bos San Diego - Centro,Centro,Bosa San Diego,Bosa,30/10/2013,7,3,20.42032471,Etib - Bo,3297.0,C29-2,0.0,9,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{84115144-AF43-4402-B22C-906E010229A1},17.0,2
3244,NOR,Z8,Metrovivienda - Toberin,Metrovivienda,Toberin,Norte,13/07/2020,1,7,40.21815471,Consorcio Express N,4279.0,Z8-2,9.0,1,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{843E2188-A37B-4896-B038-7CADC90CF611},19.0,0
3245,HHH,GH521,San Bernardino - Usme Chiguaza,San Bernardino,Usme Chiguaza,Usme/ Ciudad Bolivar,19/10/2021,5,7,29.89848561,Etib - Bo,,H521-2,9.0,12,03:00-22:15,03:00-22:15,03:00-22:15,1,4.0,,2,3,3.0,,1,2,,{84407732-761B-46F1-9F70-DAD9431B976A},19.25,2
3246,SCR,13-8,Portal 20 De Julio - Altamira,Portal 20 Julio,Altamira,San Cristobal,29/11/2021,4,4,10.92722703,Consorcio Express D,3992.0,13-8,13.0,13,04:00:00 - 24:20:00,04:00:00 - 24:20:00,04:00:00 - 24:20:00,1,4.0,,2,3,3.0,,1,2,,{8471717E-79ED-464C-AFC4-52BD6385AF52},0.0,3
3247,11,FJ23,F23,Las Aguas - Centro Colom,Portal Américas,Americas,-,14,8,14.45862109,No Aplica,,F23,8.0,0,05:00 - 23:00,05:00 - 23:00,05:30 - 22:00,1,2.0,,1,1,3.0,,1,1,,{8496DFAB-E403-4030-A86C-C6A50B04A55F},18.0,1
3248,ALI,6-1,Candelaria,Portal Tunal,Candelaria,Alimentadora,-,6,19,6.82922113,Suma - Bc,3309.0,6-1a,10.0,11,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{84CD33B1-FB61-426A-8E0D-8BDF0CB7410B},0.0,3
3249,AAA,LA818,Aguas Claras - Galerias,Aguas Claras,Galerias,Neutra,1/08/2022,4,13,16.14944244,Consorcio Express D,4191.0,A818-1,0.0,13,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{84FFCC51-C230-4BD0-A6DE-7A039650DD0D},18.0,1
3250,PBO,39,Patio Bonito - Diana Turbay,Diana Turbay,Patio Bonito,Patio Bonito,17/03/2025,8,18,,Masivo Capital - Ke,4329.0,39-2,8.0,12,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{85000A78-3618-47C3-8F1F-DF0FBB2B43E8},19.0,1
3251,107,MK86,K86Cv,Hacienda Santa Barbara,Aeropuerto El Dorado,Calle 26,-,1,9,32.1765907,No Aplica,,K86CV,6.0,1,0,0,05:30 - 14:00,1,3.0,,1,2,4.0,,1,1,,{85047E89-0F42-4BC3-9A86-8E1FACC1D9FB},0.0,3
3252,CCC,CB144,Bilbao - Clinica El Bosque,Clinica El Bosque,Bilbao,Suba,20/06/2023,11,1,18.61504868,Emasivo 16,3893.0,C144-2,1.0,3,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{850F2BA1-8622-4728-AAB4-5C4FBE8D530E},18.0,2
3253,HHH,HA606,San Joaquin - Chico Norte,Chico Norte,San Joaquin,Usme/ Ciudad Bolivar,27/09/2021,19,2,25.59636747,Suma - Bc,3540.0,H606-2,0.0,11,04:00-21:00,04:00-21:00,04:00-21:00,1,3.0,,2,3,3.0,,1,2,,{852F39D3-7641-4572-BA0B-1803AA8CC45F},17.0,2
3254,BBB,BA915,Toberin - Porciuncula,Porciuncula,Toberin,Usaquen,26/08/2023,1,2,12.80014707,Consorcio Express N,3779.0,B915-2,0.0,1,03:00-00:00,03:00-00:00,03:00-00:00,1,4.0,,2,3,3.0,,1,2,,{85C60892-6032-4F5F-990F-7285E193A7F8},21.0,1
3255,AAA,GA538,Boita - El Retiro,Boita,El Retiro,Neutra,4/06/2024,8,2,26.95736738,Etib - Bo,4489.0,A538-1,0.0,9,04:30 - 23:00,04:30 - 23:00,-,1,4.0,,2,3,3.0,,1,2,,{86B224D1-2676-477A-8DEC-562525609964},18.5,2
3256,HHH,HF603,Corabastos - Santo Domingo,Corabastos,Santo Domingo,Usme/ Ciudad Bolivar,15/06/2021,19,8,13.85282941,Etib - Bo,3767.0,H603-2,8.0,10,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{8735D6B9-E476-4B86-AA29-6E256C8853E8},19.0,1
3257,BOS,P24,San Blas - Bosa San Jose,San Blas,Bosa San Jose,Bosa,21/02/2014,7,4,20.47838928,Etib - Bo,3296.0,P24-1,13.0,9,03:30-23:00,03:30-23:00,03:30-23:00,1,4.0,,2,3,3.0,,1,2,,{873870C4-280D-4CA6-8C27-5DADE738ACA0},19.5,2
3258,HHH,HB907,Terminal Norte - Usme Centro,Terminal Norte,Usme Centro,Usme/ Ciudad Bolivar,12/04/2021,1,5,42.14468179,Consorcio Express N,3716.0,H907-1,12.0,1,03:30 - 21:00 - 03:00 - 21:00,03:30 - 21:00 - 03:00 - 21:00,03:30 - 21:00 - 03:00 - 21:00,1,3.0,,2,3,3.0,,1,2,,{8788853B-1523-4716-95BD-883CAE1305BB},17.5,0
3259,SCR,P7,Pinares - Porvenir,Porvenir,Pinares,San Cristobal,20/02/2023,4,8,26.12013477,Masivo Capital-Consorcio Express,4380.0,P7-2,8.0,13,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{87EC851D-88D7-48D2-ACA1-48E4A733D706},19.0,2
3260,COL,T53,Est. Alcal,Alcala,Colina,Colina,15/07/2024,11,11,7.6753906,Masivo Capital - So,4216.0,T53-3,2.0,2,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{88D27BB3-F0C9-4663-A7E1-63A0FEDE047C},19.0,1
3261,KKK,KL328,Puerta De Teja - Est. Av 1 Mayo,Puerta De Teja,Est. Av 1 De Mayo,Calle 26,15/01/2023,9,15,24.06062216,ZMO Fontibon III,4108.0,L328-2,13.0,6,03:30-23:30,03:30-23:30,03:30-23:30,1,3.0,,2,3,3.0,,1,2,,{89564718-1D0F-405E-BF2D-CBB23A24B731},20.0,2
3262,NOR,19-9,Barrancas Norte,Cardio Infantil,Barrancas Norte,Norte,-,1,1,9.169606,Consorcio Express N,2946.0,19-9,1.0,1,05:00-21:30,05:00-21:30,05:00-21:30,1,3.0,,2,3,3.0,,1,2,,{8964115C-2AA0-4737-9D66-4934070BA3FD},16.5,1
3263,ALI,11-2,San Andres,Portal Suba,San Andres,Alimentadora,-,11,11,5.90635032,Este Es Mi Bus - Co,3263.0,11-2a_p,3.0,3,04:30:00 - 08:30:00  17:00:00 - 22:30:00,04:30:00 - 08:30:00  17:00:00 - 22:30:00,04:30:00 - 08:30:00  17:00:00 - 22:30:00,1,3.0,,2,4,3.0,,2,2,,{89A27658-6378-4FD8-A8AD-C9B65409110A},0.0,3
3264,72,BF28,B28,Portal Américas,Portal Norte,Usaquen,-,8,7,29.3991019,No Aplica,,B28,1.0,8,04:00 - 20:00,04:00 - 20:00,0,1,1.0,,1,1,2.0,,1,1,,{89ADA362-FA60-4CB5-A469-24A0223DC9A5},16.0,2
3265,NOR,E44,Mirandela - El Uval,El Uval,Mirandela,Norte,22/04/2024,5,1,51.49796325,Consorcio Express N,3861.0,E44-1,1.0,12,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{89B579ED-D8A6-46CC-822B-F56D5ADB4257},19.0,0
3266,CCC,CA129,Bilbao - Germania,Germania,Bilbao,Suba,29/01/2024,11,3,25.19391378,Emasivo 10,3826.0,C129-2,0.0,3,04:30-22:00,04:30-22:00,04:30-22:00,1,3.0,,2,3,3.0,,1,2,,{89BD039E-69B1-4843-BE61-51C9EED30FFB},17.5,2
3267,DDD,DL205,Bachue - Bosque San Carlos,Bosque San Carlos,Bachue,Engativa / Calle 80,4/09/2023,10,18,27.71560504,Este Es Mi Bus - Co,3661.0,D205-2,12.0,4,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{89E6B8F9-A622-42D3-919F-83EC721B2C9B},19.0,2
3268,COM,14-1,Las Cruces,Bicentenario,Las Cruces,Complementaria,-,17,3,4.13594787,Consorcio Express D,3079.0,14-1c,13.0,13,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,5,3.0,,1,2,,{8A84057C-93EE-4491-97BA-7206D88DAFBD},19.0,1
3269,USM,806,Providencia Alta - Sabana Del Dorado,Sabana Del Dorado,Providencia Alta,Usme,29/01/2014,18,10,30.7278102,Gmovil - E,4203.0,806-2,,12,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{8ADAEA3C-0ED3-420C-AD45-B71E7810EAFF},19.0,2
3270,FER,359,Zn. In Alamos - Germania,Germania,Zn. In Alamos,Ferias,26/10/2013,10,3,19.97398433,Gmovil - E,4189.0,359-1,0.0,5,04:45-21:00,04:45-21:00,04:45-21:00,1,4.0,,2,3,3.0,,1,2,,{8B213DDD-6219-4298-BD1F-BE21282FEDBD},16.25,2
3271,HHH,HB631,Paraiso - Av. Calle 134,Av Calle 134,Paraiso,Usme/ Ciudad Bolivar,24/01/2022,19,1,29.77843462,Suma - Bc,4027.0,H631-2,1.0,11,04:00-19:00,04:00-19:00,04:00-19:00,1,3.0,,2,3,3.0,,1,2,,{8B303F18-D658-4888-B134-D23438E71CD8},15.0,2
3272,NOR,Z4B,Est. Terminal - Terminal Salitre,Terminal Salitre,Terminal Norte,Norte,25/11/2019,1,9,23.83202812,Consorcio Express N,3257.0,Z4B-1,6.0,1,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{8B964CC7-F260-4B97-93E7-930CA68288C1},18.0,2
3273,AAA,HA620,La Estancia - San Diego,La Estancia,San Diego,Neutra,25/09/2023,19,3,18.2780624,Etib - Bo,4470.0,A620-1,0.0,10,03:30-22:00,03:30-22:00,03:30-22:00,1,4.0,,2,3,3.0,,1,2,,{8BE6FA94-E512-4A16-99BE-5EAC109DC9C5},18.5,2
3274,LLL,LK812,Villa Del Cerro - Fontibon Brisas,Fontibon Brisas,Villa Del Cerro,San Cristobal,5/11/2024,9,4,25.69726246,Consorcio Express D,3991.0,L812-2,13.0,6,03:30-21:30,03:30-21:30,03:30-21:30,1,4.0,,2,3,3.0,,1,2,,{8BEB0991-F124-4075-BC28-306F0F0FCB19},18.0,2
3275,COM,19-12,Cantalejo,Toberin,Cantalejo,Complementaria,21/06/2022,11,11,4.3455054,Masivo Capital - So,2859.0,19-12c,2.0,2,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,5,3.0,,1,2,,{8C1AAFB2-7114-4489-8659-AC3910E44E42},18.0,1
3276,KKK,GK505,Bosa San Diego - Corferias,Bosa San Diego,Corferias,Calle 26,1/06/2020,7,13,19.57729993,Etib - Bo,4202.0,K505-1,6.0,9,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{8C2B04BF-45A1-4FDB-9996-45D244323100},19.0,2
3277,BBB,CB145,Bilbao - San Cristobal Norte,Bilbao,San Cristobal Norte,Usaquen,07/04/2025,11,1,17.89721987,Emasivo 16,4185.0,B145-1,1.0,3,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{8C6F53B0-1FB9-41F4-97C0-58E93F1E69EF},18.0,2
3278,BBB,BK905,Serrezuela - Puente Aereo,Puente Aereo,Serrezuela,Usaquen,26/07/2021,9,1,23.83084054,Consorcio Express N,3588.0,B905-1,1.0,6,04:00-23:00,04:00-23:00,04:00-23:00,1,5.0,,2,3,3.0,,1,2,,{8CB92438-D04B-4078-9873-A688ADDA89AB},19.0,2
3279,LLL,DL205,Bachue - Bosque San Carlos,Bachue,Bosque San Carlos,San Cristobal,4/09/2023,10,18,26.0301659,Este Es Mi Bus - Co,3660.0,L205-1,12.0,4,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{8CC21E94-C4A2-445B-B7D8-FB73E80E20DA},19.0,2
3280,FER,621,Bachue - Santo Domingo,Santo Domingo,Bachue,Ferias,27/12/2012,10,19,32.43324442,Este Es Mi Bus - Co,3347.0,621-2,10.0,4,03:00-23:00,03:00-23:00,03:00-23:00,1,4.0,,2,3,3.0,,1,2,,{8CF0DE0F-C773-4E86-AED0-2412F693EA82},20.0,0
3281,COM,15-5,La Maria,Bicentenario,La Maria,Complementaria,-,17,4,8.45953414,Consorcio Express D,4221.0,15-5c,13.0,13,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,5,3.0,,1,2,,{8D0AF69E-176C-4B42-935F-E694EF915FC2},19.0,1
3282,LLL,HL716,Molinos Ii - Est. 1 De Mayo,Est. 1 De Mayo,Molinos Ii,San Cristobal,1/08/2022,18,15,6.60103592,Consorcio Express D,4228.0,L716-2,12.0,12,04:30-21:00,04:30-21:00,04:30-21:00,1,3.0,,2,3,3.0,,1,2,,{8D244F79-BE11-4790-9A57-4F762E3FE6BD},16.5,1
3283,CBO,260,Arabia - Unicentro,Unicentro,Arabia,Ciudad Bolivar,26/10/2020,19,1,27.37166997,Suma - Bc,2836.0,260-2,1.0,11,03:30-21:30,03:30-21:30,03:30-21:30,1,3.0,,2,3,3.0,,1,2,,{8D3FAA11-6437-40B7-8E8E-A3B89FE6DB79},18.0,2
3284,KKK,KH317,Aeropuerto - C.C. Tunal,C.C. Tunal,Aeropuerto,Calle 26,11/05/2022,18,9,23.18208442,E-Somos Fontibon,4111.0,K317-1,6.0,11,3:30-22:00,3:30-22:00,3:30-22:00,1,3.0,,2,3,3.0,,1,2,,{8D6500FF-9406-4520-8AD8-00B7C703C710},18.5,2
3285,81,AG52,A52,Portal Sur - Jfk Coop. F,Flores - Areandina,Neutra,-,7,2,20.86895877,No Aplica,,A52,0.0,9,05:00 - 08:30,0,0,1,1.0,,1,1,1.0,,3,1,,{8D87FB5A-8F4A-40D2-9DC9-B34065506CD0},3.5,3
3286,BBB,BB926,Est. Mazuren,Est. Mazuren,Sirena,Usaquen,25/07/2022,1,1,4.86362285,Consorcio Express N,4172.0,B926-3,1.0,1,05:00-21:00,05:00-21:00,05:00-21:00,1,4.0,,2,3,3.0,,1,2,,{8DEDC1D6-143D-4E5A-B9B6-681B1638D123},16.0,1
3287,USM,39,Patio Bonito - Diana Turbay,Patio Bonito,Diana Turbay,Usme,17/03/2025,8,18,,Masivo Capital - Ke,4308.0,39-1,8.0,12,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{8E680322-8168-421C-B854-6560372A282A},19.0,1
3288,AAA,KA306,Zona Franca - Centro Andino,Zona Franca,Centro Andino,Neutra,15/01/2023,9,2,20.58818845,Este Es Mi Bus - Tz,4238.0,A306-1,0.0,6,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{8E753A4C-5724-4275-9258-B5F01B4FF9F6},18.0,2
3289,70,BG12,B12,Portal Sur - Jfk Coop. F,Portal Norte,Usaquen,-,7,1,27.23350822,No Aplica,,B12,1.0,9,04:00 - 23:00,04:00 - 23:00,04:00 - 22:00,1,2.0,,1,1,3.0,,1,1,,{8FC70713-96D8-4161-A6AB-8D9A841B5C21},19.0,2
3291,KKK,HK627,Alpes - Salitre,Alpes,Salitre,Calle 26,20/11/2023,19,13,20.68070884,Suma - Bc,3967.0,K627-1,5.0,11,04:00-18:30,04:00-18:30,04:00-18:30,1,4.0,,2,3,3.0,,1,2,,{8FE1B221-9D47-492D-8E61-103E9F130238},14.5,2
3292,78,CH17,C17,Portal Usme,Portal Suba,Suba,-,5,11,30.96419724,No Aplica,11113.0,C17,3.0,12,04:00-20:00,04:00 - 15:00,0,1,1.0,,1,1,2.0,,1,1,,{906F4B8E-A2D8-4147-90E0-8C61808BDED5},16.0,2
3293,100,DL81,D81,Portal 20 De Julio,Puente De Guadua,Calle 80,-,4,10,23.50794587,No Aplica,,D81,4.0,13,05:00 - 23:00,05:00 - 23:00,05:00 - 22:00,1,3.0,,1,2,3.0,,1,1,,{9070E9CD-9443-4437-9CB1-1C09884A03B4},18.0,2
3294,DDD,HD607,Arborizadora Alta - Morato,Arborizadora Alta,Morato,Engativa / Calle 80,12/01/2021,19,11,25.50113367,Suma - Bc,3541.0,D607-1,3.0,11,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{90A06BFF-A2A7-430E-A332-9DF49AC10F65},18.0,2
3295,LLL,GL517,Canada Guira - Potreritos,Canada Guira,Potreritos,San Cristobal,24/02/2025,7,4,21.92511245,Etib - Bo,3753.0,L517-1,13.0,9,03:00-22:30,03:00-22:30,03:00-22:30,1,4.0,,2,3,3.0,,1,2,,{90E583F9-48B0-49F8-A8E4-97E85F942CA0},19.5,2
3296,62,BJ74,J74,Portal Norte,Las Aguas - Centro Colom,Neutra,-,1,17,19.24351493,No Aplica,,J74,0.0,1,05:30 - 21:30,06:30 - 20:30,0,1,1.0,,1,1,2.0,,1,1,,{910B0F38-41BA-46B7-940B-DA91FEB13E95},16.0,2
3297,CHA,E61,Casablanca - Porciuncula,Casablanca,Porciuncula,Chapinero,24/08/2013,11,2,27.06942931,Masivo Capital - So,3123.0,E61-3,0.0,2,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{9170022A-C75E-479D-8599-883F3F59D285},18.0,2
3298,ALI,9-4,Patio Bonito,Portal Americas,Patio Bonito,Alimentadora,17/07/2023,8,8,7.34663833,Masivo Capital - Ke,4399.0,9-4a,9.0,9,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{917EA21F-8A37-4F33-B606-A9117D541C63},0.0,3
3299,ALI,10-1,Avenida Bosa,Portal Sur,Avenida Bosa,Alimentadora,-,7,7,8.09391505,Etib - Bo,3149.0,10-1a,9.0,9,04:00:00 - 08:30:00  16:00:00 - 24:30:00,04:00:00 - 08:30:00  16:00:00 - 24:30:00,04:00:00 - 08:30:00  16:00:00 - 24:30:00,1,3.0,,2,4,3.0,,2,2,,{9182BE61-8458-4AD0-A3C9-DD443A355C37},0.0,3
3300,SUB,599,Bosa San Diego - Suba Gaitana,Bosa San Diego,Suba Gaitana,Suba,7/02/2015,7,11,39.6398781,Etib - Bo,3264.0,599-1,3.0,9,03:00-22:30,03:00-22:30,03:00-22:30,1,3.0,,2,3,3.0,,1,2,,{9197883D-4700-49D0-9153-57F05D97A805},19.5,0
3301,AAA,CA124,Bilbao - Centro,Bilbao,Centro,Neutra,29/01/2024,11,3,26.54232177,Emasivo 10,3823.0,A124-1,0.0,3,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{91E10CFC-6E48-4BD2-B359-4AE39F3DAABD},18.0,2
3302,NOR,402,Auto Norte Est. Terminal - Sabana Del Dorado,Sabana Del Dorado,Auto Norte Est. Terminal,Norte,31/08/2020,10,1,32.8673249,Gmovil - E,3482.0,402-1,1.0,5,03:30-22:30,03:30-22:30,03:30-22:30,1,3.0,,2,3,3.0,,1,2,,{920DF090-E079-429D-A192-14791E87C1CA},19.0,0
3303,GGG,BG902,Metrovivienda - Calle 222,Calle 222,Metrovivienda,Bosa,21/09/2020,11,7,37.64842603,Masivo Capital - Ke,4406.0,G902-1,8.0,2,04:00 - 23:00 -03:30 - 23:00,04:00 - 23:00 -03:30 - 23:00,04:00 - 23:00 -03:30 - 23:00,1,3.0,,2,3,3.0,,1,2,,{925DC13B-AA7E-46AB-BCB3-B7E1E3F35F6D},19.0,0
3304,ALI,2-4,El Codito,Portal Norte,El Codito,Alimentadora,-,1,1,12.33587914,Consorcio Express N,3077.0,2-4a,1.0,1,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{929873A4-C5E9-4DFD-B769-ECD5E112B875},0.0,3
3306,ALI,7-2,Tunal,Calle 40 Sur,Tunal,Alimentadora,-,18,6,5.68112049,Suma - Bc,2839.0,7-2a,11.0,11,04:10:00 - 24:20:00,04:10:00 - 24:20:00,04:10:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{9305754D-9DA1-4D70-977B-891975DF9DCA},0.0,3
3307,DDD,5-2,Carrera 91,Av Cali,Carrera 91,Engativa / Calle 80,-,10,11,9.52104803,Este Es Mi Bus - Co,4073.0,5-2,3.0,4,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,3.0,,2,3,3.0,,1,2,,{933D4E5F-9AFF-4E46-9794-963E728209C6},0.0,3
3308,LLL,KL304,Hb/Fontibon - San Cristobal Sur,Hb/Fontibon,San Cristobal Sur,San Cristobal,16/11/2021,9,4,21.76785807,E-Somos Fontibon,3974.0,L304-1,13.0,6,03:15-22:00,03:15-22:00,03:15-22:00,1,3.0,,2,3,3.0,,1,2,,{93A653D2-17FD-485F-BC9B-196BA20018B0},18.75,2
3309,BBB,BD906,Villa Gladys - Toberin,Villa Gladys,Toberin,Usaquen,24/04/2023,10,1,31.58905103,Consorcio Express N,3652.0,B906-1,1.0,5,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{93C87D6B-03F8-409A-89C5-21E958CE8351},18.0,2
3310,BBB,HB631,Paraiso - Av. Calle 134,Paraiso,Av Calle 134,Usaquen,24/01/2022,19,1,29.11896786,Suma - Bc,4028.0,B631-1,1.0,11,04:00-19:00,04:00-19:00,04:00-19:00,1,3.0,,2,3,3.0,,1,2,,{93E5B6CE-8202-4B23-9076-2813A7CE0CBD},15.0,2
3311,NOR,T25,Potosi - Terminal Norte,Terminal Norte,Potosi,Norte,7/09/2020,19,1,42.9921926,Consorcio Express N,4158.0,T25-2,1.0,11,03:00-22:00,03:00-22:00,03:00-22:00,1,3.0,,2,3,3.0,,1,2,,{95060EA9-C91F-49CA-9171-71C1D13B0BB1},19.0,0
3312,ALI,9-9,Bosa Santa Fe,Portal Americas,Bosa Santa Fe,Alimentadora,-,8,7,9.29303042,Masivo Capital - Ke,2853.0,9-9a,9.0,9,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{951ACA41-2B47-43CD-BB4C-A34990E98C1F},0.0,3
3313,HHH,HH729,La Aurora,Portal Usme,La Aurora,Usme/ Ciudad Bolivar,18/11/2024,5,5,3.68314533,E Somos Usme,4505.0,HH729-3,12.0,12,-,-,-,1,3.0,,2,3,3.0,,1,2,,{952DEE2F-8B7B-48B5-8169-D81F4999B520},0.0,3
3314,AAA,BA915,Toberin - Porciuncula,Toberin,Porciuncula,Neutra,26/08/2023,1,2,16.42715922,Consorcio Express N,3778.0,A915-1,0.0,1,03:00-00:00,03:00-00:00,03:00-00:00,1,4.0,,2,3,3.0,,1,2,,{95C2B054-33F9-46C6-B8A5-BB7350D81C27},21.0,1
3315,LLL,LH817,Gaviotas - Est. Narido,Gaviotas,Est. Nari-O,San Cristobal,11/07/2022,4,15,17.64156664,Consorcio Express D,4229.0,LH817-3,13.0,11,04:00-21:00,04:00-21:00,04:00-21:00,1,5.0,,2,3,3.0,,1,2,,{9630D49C-1B6C-4A5B-B2A4-21421E95C590},17.0,2
